search_date,flight_date,route_label,departure_iata,departure_name,arrival_iata,arrival_name,airline,flight_number,departure_time,arrival_time,duration_min,stops,aircraft,travel_class,legroom_cm,is_overnight,often_delayed,codeshare_partners,price_jpy,is_best_flight,route_lowest_price,route_typical_low,route_typical_high,route_price_level,total_flights_on_day,is_dummy
2025-12-29,2026-04-28,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,大韓航空,KE264,17:40,00:28,408,1,Boeing 737,Economy,81.0,True,False,,19198.0,False,17302,17841,37778,typical,8,True
2025-12-29,2026-04-28,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,ANA,NH614,13:50,17:22,212,0,Boeing 787,Economy,78.0,False,False,,25324.0,False,17302,17841,37778,typical,8,True
2025-12-29,2026-04-28,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,大韓航空,KE729,21:30,04:05,395,1,Boeing 737,Economy,80.0,True,False,,24667.0,False,17302,17841,37778,typical,8,True
2025-12-29,2026-05-28,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,JAL,JL591,11:30,15:14,224,0,Boeing 787,Economy,82.0,False,False,,14104.0,True,13712,12714,28120,typical,12,True
2025-12-29,2026-05-28,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,香港エクスプレス航空,UO277,09:40,13:21,221,0,Airbus A321neo,Economy,80.0,False,False,,17215.0,False,13712,12714,28120,typical,12,True
2025-12-29,2026-05-28,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,Greater Bay Airlines,HB601,21:30,01:15,225,0,Boeing 737MAX 8 Passenger,Economy,84.0,True,False,,17612.0,False,13712,12714,28120,typical,12,True
2025-12-29,2026-05-28,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,Greater Bay Airlines,HB321,17:30,21:16,226,0,Boeing 737MAX 8 Passenger,Economy,79.0,False,False,,18886.0,False,13712,12714,28120,typical,12,True
2025-12-29,2026-05-28,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,香港エクスプレス航空,UO880,06:00,09:30,210,0,Airbus A321neo,Economy,84.0,False,True,,18801.0,False,13712,12714,28120,typical,12,True
2025-12-29,2026-05-28,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,香港エクスプレス航空,UO756,15:20,18:52,212,0,Airbus A321neo,Economy,79.0,False,False,,16898.0,False,13712,12714,28120,typical,12,True
2025-12-29,2026-05-28,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,ANA,NH473,12:40,16:27,227,0,Boeing 787,Economy,79.0,False,False,,14528.0,False,13712,12714,28120,typical,12,True
2025-12-29,2026-05-28,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,Greater Bay Airlines,HB551,16:00,19:37,217,0,Boeing 737MAX 8 Passenger,Economy,85.0,False,False,,19752.0,False,13712,12714,28120,typical,12,True
2025-12-29,2026-05-28,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,JAL,JL229,12:10,15:54,224,0,Boeing 787,Economy,83.0,False,False,,21279.0,False,13712,12714,28120,typical,12,True
2025-12-29,2026-05-28,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,キャセイパシフィック航空,CX780,11:00,14:33,213,0,Airbus A350,Economy,81.0,False,False,,20109.0,False,13712,12714,28120,typical,12,True
2025-12-29,2026-05-28,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,香港エクスプレス航空,UO961,12:50,16:40,230,0,Airbus A321neo,Economy,81.0,False,False,,15876.0,False,13712,12714,28120,typical,12,True
2025-12-29,2026-05-28,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,香港エクスプレス航空,UO857,16:00,19:38,218,0,Airbus A321neo,Economy,79.0,False,True,,23224.0,False,13712,12714,28120,typical,12,True
2025-12-29,2026-06-27,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,キャセイパシフィック航空,CX702,20:20,00:05,225,0,Airbus A350,Economy,82.0,True,False,,17925.0,True,17362,11709,25718,typical,9,True
2025-12-29,2026-06-27,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,ANA,NH404,06:50,10:37,227,0,Boeing 787,Economy,79.0,False,False,,24318.0,False,17362,11709,25718,typical,9,True
2025-12-29,2026-06-27,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,JAL,JL553,13:20,17:09,229,0,Boeing 787,Economy,79.0,False,False,,27845.0,False,17362,11709,25718,typical,9,True
2025-12-29,2026-06-27,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,香港エクスプレス航空,UO548,15:30,19:10,220,0,Airbus A321neo,Economy,81.0,False,False,,22073.0,False,17362,11709,25718,typical,9,True
2025-12-29,2026-06-27,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,Greater Bay Airlines,HB667,07:30,11:02,212,0,Boeing 737MAX 8 Passenger,Economy,76.0,False,False,,28582.0,False,17362,11709,25718,typical,9,True
2025-12-29,2026-06-27,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,香港エクスプレス航空,UO933,11:30,15:08,218,0,Airbus A321neo,Economy,80.0,False,False,,18510.0,False,17362,11709,25718,typical,9,True
2025-12-29,2026-06-27,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,キャセイパシフィック航空,CX349,10:20,14:04,224,0,Airbus A350,Economy,81.0,False,False,,18312.0,False,17362,11709,25718,typical,9,True
2025-12-29,2026-06-27,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,ANA,NH529,16:50,20:35,225,0,Boeing 787,Economy,82.0,False,False,,25231.0,False,17362,11709,25718,typical,9,True
2025-12-29,2026-06-27,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,大韓航空,KE803,20:30,03:14,404,1,Boeing 737,Economy,76.0,True,False,,29100.0,False,17362,11709,25718,typical,9,True
2025-12-29,2026-07-27,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,山東航空,SC317,19:20,02:08,408,1,Boeing 737MAX 8 Passenger,Economy,80.0,True,False,,22426.0,True,21373,15744,35164,typical,8,True
2025-12-29,2026-07-27,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,JAL,JL339,09:30,13:16,226,0,Boeing 787,Economy,85.0,False,False,,23619.0,False,21373,15744,35164,typical,8,True
2025-12-29,2026-07-27,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,エバー航空,BR431,06:20,12:32,372,1,Airbus A321,Economy,77.0,False,False,,22955.0,False,21373,15744,35164,typical,8,True
2025-12-29,2026-07-27,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,エバー航空,BR765,16:40,23:24,404,1,Airbus A321,Economy,83.0,False,False,,32350.0,False,21373,15744,35164,typical,8,True
2025-12-29,2026-07-27,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,JAL,JL310,20:10,23:52,222,0,Boeing 787,Economy,84.0,False,True,,23121.0,False,21373,15744,35164,typical,8,True
2025-12-29,2026-07-27,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,キャセイパシフィック航空,CX782,10:40,14:09,209,0,Airbus A350,Economy,80.0,False,False,,29591.0,False,21373,15744,35164,typical,8,True
2025-12-29,2026-07-27,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,キャセイパシフィック航空,CX571,10:10,13:57,227,0,Airbus A350,Economy,79.0,False,False,,31771.0,False,21373,15744,35164,typical,8,True
2025-12-29,2026-07-27,HKG→KIX,HKG,Hong Kong International Airport,KIX,Kansai International Airport,エバー航空,BR202,17:30,23:55,385,1,Airbus A321,Economy,78.0,False,False,,26594.0,False,21373,15744,35164,typical,8,True
2025-12-29,2026-01-12,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,エバー航空,BR922,17:20,00:09,409,1,Boeing 787-10,Economy,79.0,True,False,,38414.0,True,37675,15113,28724,high,8,True
2025-12-29,2026-01-12,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,STARLUX Airlines,JX281,08:20,14:50,390,1,Airbus A330-900neo,Economy,79.0,False,False,,41203.0,False,37675,15113,28724,high,8,True
2025-12-29,2026-01-12,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,ANA,NH477,13:20,17:31,251,0,Boeing 787,Economy,85.0,False,False,,47965.0,False,37675,15113,28724,high,8,True
2025-12-29,2026-01-12,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,JAL,JL906,18:20,22:13,233,0,Boeing 787,Economy,81.0,False,False,,46526.0,False,37675,15113,28724,high,8,True
2025-12-29,2026-01-12,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,キャセイパシフィック航空,CX767,11:50,15:52,242,0,Boeing 777,Economy,82.0,False,False,,52526.0,False,37675,15113,28724,high,8,True
2025-12-29,2026-01-12,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,香港エクスプレス航空,UO389,16:10,20:01,231,0,Airbus A321neo,Economy,79.0,False,False,,45469.0,False,37675,15113,28724,high,8,True
2025-12-29,2026-01-12,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,STARLUX Airlines,JX811,19:10,02:11,421,1,Airbus A330-900neo,Economy,82.0,True,False,,53308.0,False,37675,15113,28724,high,8,True
2025-12-29,2026-01-12,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,フィリピン航空,PR706,13:30,20:32,422,1,Airbus A321,Economy,82.0,False,False,,63917.0,False,37675,15113,28724,high,8,True
2025-12-29,2026-01-19,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,キャセイパシフィック航空,CX307,21:10,01:07,237,0,Boeing 777,Economy,80.0,True,True,,40195.0,True,39784,15927,28309,high,10,True
2025-12-29,2026-01-19,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,ANA,NH199,12:50,16:38,228,0,Boeing 787,Economy,81.0,False,False,,44671.0,False,39784,15927,28309,high,10,True
2025-12-29,2026-01-19,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,キャセイパシフィック航空,CX520,12:20,16:26,246,0,Boeing 777,Economy,84.0,False,False,,50386.0,False,39784,15927,28309,high,10,True
2025-12-29,2026-01-19,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,JAL,JL876,15:10,19:09,239,0,Boeing 787,Economy,82.0,False,False,,50112.0,False,39784,15927,28309,high,10,True
2025-12-29,2026-01-19,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,香港エクスプレス航空,UO544,09:50,13:39,229,0,Airbus A321neo,Economy,80.0,False,False,,50325.0,False,39784,15927,28309,high,10,True
2025-12-29,2026-01-19,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,ANA,NH118,15:00,18:51,231,0,Boeing 787,Economy,85.0,False,True,,45663.0,False,39784,15927,28309,high,10,True
2025-12-29,2026-01-19,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,キャセイパシフィック航空,CX734,19:00,22:50,230,0,Boeing 777,Economy,82.0,False,False,,46643.0,False,39784,15927,28309,high,10,True
2025-12-29,2026-01-19,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,キャセイパシフィック航空,CX544,09:30,13:38,248,0,Boeing 777,Economy,76.0,False,False,,56492.0,False,39784,15927,28309,high,10,True
2025-12-29,2026-01-19,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,JAL,JL994,13:00,17:06,246,0,Boeing 787,Economy,84.0,False,False,,57783.0,False,39784,15927,28309,high,10,True
2025-12-29,2026-01-19,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,キャセイパシフィック航空,CX917,14:20,18:22,242,0,Boeing 777,Economy,85.0,False,False,,65532.0,False,39784,15927,28309,high,10,True
2025-12-29,2026-01-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,キャセイパシフィック航空,CX723,06:40,10:32,232,0,Boeing 777,Economy,83.0,False,False,,21577.0,True,21424,15062,28732,typical,7,True
2025-12-29,2026-01-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,フィリピン航空,PR114,14:50,22:00,430,1,Airbus A321,Economy,81.0,False,False,,22551.0,False,21424,15062,28732,typical,7,True
2025-12-29,2026-01-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,フィリピン航空,PR891,15:00,21:51,411,1,Airbus A321,Economy,77.0,False,False,,34990.0,False,21424,15062,28732,typical,7,True
2025-12-29,2026-01-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,フィリピン航空,PR634,15:20,22:01,401,1,Airbus A321,Economy,79.0,False,False,,23198.0,False,21424,15062,28732,typical,7,True
2025-12-29,2026-01-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,ANA,NH635,16:00,19:53,233,0,Boeing 787,Economy,84.0,False,False,,22748.0,False,21424,15062,28732,typical,7,True
2025-12-29,2026-01-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,中国東方航空,MU597,19:10,01:55,405,1,Airbus A330,Economy,83.0,True,False,,31000.0,False,21424,15062,28732,typical,7,True
2025-12-29,2026-01-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,アシアナ航空,OZ781,16:10,23:19,429,1,Airbus A321neo,Economy,77.0,False,False,,30390.0,False,21424,15062,28732,typical,7,True
2025-12-29,2026-02-12,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,ANA,NH580,07:40,11:45,245,0,Boeing 787,Economy,83.0,False,False,,24420.0,True,23805,12897,25332,typical,8,True
2025-12-29,2026-02-12,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,ANA,NH874,18:50,22:58,248,0,Boeing 787,Economy,83.0,False,True,,26613.0,False,23805,12897,25332,typical,8,True
2025-12-29,2026-02-12,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,中国東方航空,MU289,12:40,19:10,390,1,Airbus A330,Economy,85.0,False,False,,28157.0,False,23805,12897,25332,typical,8,True
2025-12-29,2026-02-12,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,中国東方航空,MU663,20:50,03:35,405,1,Airbus A330,Economy,79.0,True,False,,36125.0,False,23805,12897,25332,typical,8,True
2025-12-29,2026-02-12,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,ANA,NH617,12:20,16:22,242,0,Boeing 787,Economy,85.0,False,False,,33985.0,False,23805,12897,25332,typical,8,True
2025-12-29,2026-02-12,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,JAL,JL791,11:20,15:17,237,0,Boeing 787,Economy,77.0,False,False,,28039.0,False,23805,12897,25332,typical,8,True
2025-12-29,2026-02-12,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,フィリピン航空,PR753,06:20,13:28,428,1,Airbus A321,Economy,78.0,False,True,,35587.0,False,23805,12897,25332,typical,8,True
2025-12-29,2026-02-12,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,中国東方航空,MU529,15:50,22:30,400,1,Airbus A330,Economy,78.0,False,False,,36654.0,False,23805,12897,25332,typical,8,True
2025-12-29,2026-02-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,ANA,NH373,10:50,14:51,241,0,Boeing 787,Economy,80.0,False,False,,14462.0,True,14364,13171,24074,typical,7,True
2025-12-29,2026-02-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,エバー航空,BR587,07:20,13:56,396,1,Boeing 787-10,Economy,76.0,False,False,,20840.0,False,14364,13171,24074,typical,7,True
2025-12-29,2026-02-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,中国東方航空,MU625,10:20,17:19,419,1,Airbus A330,Economy,83.0,False,False,,23036.0,False,14364,13171,24074,typical,7,True
2025-12-29,2026-02-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,中国東方航空,MU783,10:00,17:01,421,1,Airbus A330,Economy,76.0,False,False,,18862.0,False,14364,13171,24074,typical,7,True
2025-12-29,2026-02-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,STARLUX Airlines,JX905,09:10,15:43,393,1,Airbus A330-900neo,Economy,79.0,False,False,,16208.0,False,14364,13171,24074,typical,7,True
2025-12-29,2026-02-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,STARLUX Airlines,JX471,10:30,17:17,407,1,Airbus A330-900neo,Economy,77.0,False,False,,16758.0,False,14364,13171,24074,typical,7,True
2025-12-29,2026-02-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,STARLUX Airlines,JX886,09:30,16:13,403,1,Airbus A330-900neo,Economy,81.0,False,False,,23030.0,False,14364,13171,24074,typical,7,True
2025-12-29,2026-03-29,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,香港エクスプレス航空,UO441,08:10,11:58,228,0,Airbus A321neo,Economy,77.0,False,False,,24409.0,True,24159,16265,30504,typical,8,True
2025-12-29,2026-03-29,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,JAL,JL972,20:30,00:29,239,0,Boeing 787,Economy,80.0,True,False,,30416.0,False,24159,16265,30504,typical,8,True
2025-12-29,2026-03-29,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,キャセイパシフィック航空,CX834,19:50,23:57,247,0,Boeing 777,Economy,83.0,False,False,,28307.0,False,24159,16265,30504,typical,8,True
2025-12-29,2026-03-29,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,キャセイパシフィック航空,CX602,19:50,23:46,236,0,Boeing 777,Economy,76.0,False,False,,27767.0,False,24159,16265,30504,typical,8,True
2025-12-29,2026-03-29,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,STARLUX Airlines,JX672,16:30,23:30,420,1,Airbus A330-900neo,Economy,83.0,False,False,,37842.0,False,24159,16265,30504,typical,8,True
2025-12-29,2026-03-29,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,JAL,JL777,14:20,18:23,243,0,Boeing 787,Economy,76.0,False,False,,39873.0,False,24159,16265,30504,typical,8,True
2025-12-29,2026-03-29,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,STARLUX Airlines,JX817,20:00,02:48,408,1,Airbus A330-900neo,Economy,77.0,True,False,,29777.0,False,24159,16265,30504,typical,8,True
2025-12-29,2026-03-29,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,キャセイパシフィック航空,CX682,13:20,17:30,250,0,Boeing 777,Economy,79.0,False,False,,35295.0,False,24159,16265,30504,typical,8,True
2025-12-29,2026-04-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,中国東方航空,MU371,16:10,23:18,428,1,Airbus A330,Economy,83.0,False,False,,27697.0,True,26813,20727,38391,typical,6,True
2025-12-29,2026-04-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,キャセイパシフィック航空,CX605,11:50,15:55,245,0,Boeing 777,Economy,81.0,False,False,,35179.0,False,26813,20727,38391,typical,6,True
2025-12-29,2026-04-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,JAL,JL681,14:10,18:06,236,0,Boeing 787,Economy,82.0,False,False,,35461.0,False,26813,20727,38391,typical,6,True
2025-12-29,2026-04-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,中国東方航空,MU182,12:40,19:36,416,1,Airbus A330,Economy,77.0,False,False,,30346.0,False,26813,20727,38391,typical,6,True
2025-12-29,2026-04-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,フィリピン航空,PR393,16:50,23:27,397,1,Airbus A321,Economy,77.0,False,False,,28498.0,False,26813,20727,38391,typical,6,True
2025-12-29,2026-04-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,STARLUX Airlines,JX700,18:50,01:24,394,1,Airbus A330-900neo,Economy,84.0,True,False,,32452.0,False,26813,20727,38391,typical,6,True
2025-12-29,2026-05-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,STARLUX Airlines,JX965,14:20,21:25,425,1,Airbus A330-900neo,Economy,82.0,False,False,,20476.0,True,20453,15539,29350,typical,7,True
2025-12-29,2026-05-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,アシアナ航空,OZ870,19:50,02:32,402,1,Airbus A321neo,Economy,81.0,True,False,,33918.0,False,20453,15539,29350,typical,7,True
2025-12-29,2026-05-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,ANA,NH462,19:20,23:13,233,0,Boeing 787,Economy,85.0,False,False,,29880.0,False,20453,15539,29350,typical,7,True
2025-12-29,2026-05-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,アシアナ航空,OZ996,20:50,03:50,420,1,Airbus A321neo,Economy,83.0,True,False,,32687.0,False,20453,15539,29350,typical,7,True
2025-12-29,2026-05-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,ANA,NH644,16:20,20:13,233,0,Boeing 787,Economy,82.0,False,False,,27865.0,False,20453,15539,29350,typical,7,True
2025-12-29,2026-05-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,STARLUX Airlines,JX357,13:30,20:16,406,1,Airbus A330-900neo,Economy,78.0,False,False,,24903.0,False,20453,15539,29350,typical,7,True
2025-12-29,2026-05-28,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,JAL,JL135,15:10,18:58,228,0,Boeing 787,Economy,79.0,False,False,,32916.0,False,20453,15539,29350,typical,7,True
2025-12-29,2026-06-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,ANA,NH895,21:20,01:23,243,0,Boeing 787,Economy,80.0,True,False,,20006.0,True,19739,13931,26504,typical,8,True
2025-12-29,2026-06-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,キャセイパシフィック航空,CX480,07:00,11:01,241,0,Boeing 777,Economy,78.0,False,False,,22988.0,False,19739,13931,26504,typical,8,True
2025-12-29,2026-06-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,JAL,JL991,14:00,18:11,251,0,Boeing 787,Economy,76.0,False,True,,29100.0,False,19739,13931,26504,typical,8,True
2025-12-29,2026-06-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,アシアナ航空,OZ978,14:00,20:42,402,1,Airbus A321neo,Economy,78.0,False,False,,30064.0,False,19739,13931,26504,typical,8,True
2025-12-29,2026-06-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,STARLUX Airlines,JX704,13:20,20:03,403,1,Airbus A330-900neo,Economy,79.0,False,False,,21385.0,False,19739,13931,26504,typical,8,True
2025-12-29,2026-06-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,STARLUX Airlines,JX474,18:50,01:32,402,1,Airbus A330-900neo,Economy,78.0,True,False,,31262.0,False,19739,13931,26504,typical,8,True
2025-12-29,2026-06-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,キャセイパシフィック航空,CX902,17:10,21:01,231,0,Boeing 777,Economy,81.0,False,True,,27028.0,False,19739,13931,26504,typical,8,True
2025-12-29,2026-06-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,キャセイパシフィック航空,CX579,20:10,23:59,229,0,Boeing 777,Economy,81.0,False,True,,22695.0,False,19739,13931,26504,typical,8,True
2025-12-29,2026-07-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,エバー航空,BR628,12:20,19:19,419,1,Boeing 787-10,Economy,78.0,False,False,,26732.0,True,26609,18080,35117,typical,6,True
2025-12-29,2026-07-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,ANA,NH377,14:40,18:39,239,0,Boeing 787,Economy,79.0,False,False,,36659.0,False,26609,18080,35117,typical,6,True
2025-12-29,2026-07-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,キャセイパシフィック航空,CX782,16:40,20:30,230,0,Boeing 777,Economy,76.0,False,False,,31543.0,False,26609,18080,35117,typical,6,True
2025-12-29,2026-07-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,中国東方航空,MU728,06:40,13:25,405,1,Airbus A330,Economy,85.0,False,False,,30972.0,False,26609,18080,35117,typical,6,True
2025-12-29,2026-07-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,エバー航空,BR265,08:20,15:05,405,1,Boeing 787-10,Economy,84.0,False,False,,39242.0,False,26609,18080,35117,typical,6,True
2025-12-29,2026-07-27,HKG→HND,HKG,Hong Kong International Airport,HND,Haneda Airport,香港エクスプレス航空,UO525,13:10,17:03,233,0,Airbus A321neo,Economy,82.0,False,False,,43036.0,False,26609,18080,35117,typical,6,True
2025-12-29,2026-01-12,HKG→NGO,HKG,Hong Kong International Airport,NGO,Chubu Centrair International Airport,STARLUX Airlines,JX781,19:10,02:23,433,1,Airbus A321neo,Economy,79.0,True,False,,32990.0,True,32314,13553,32097,typical,5,True
2025-12-29,2026-01-12,HKG→NGO,HKG,Hong Kong International Airport,NGO,Chubu Centrair International Airport,キャセイパシフィック航空,CX569,14:00,17:50,230,0,Airbus A350,Economy,80.0,False,False,,39615.0,False,32314,13553,32097,typical,5,True
2025-12-29,2026-01-12,HKG→NGO,HKG,Hong Kong International Airport,NGO,Chubu Centrair International Airport,キャセイパシフィック航空,CX100,15:20,19:08,228,0,Airbus A350,Economy,81.0,False,False,,35317.0,False,32314,13553,32097,typical,5,True
2025-12-29,2026-01-12,HKG→NGO,HKG,Hong Kong International Airport,NGO,Chubu Centrair International Airport,大韓航空,KE900,20:50,03:48,418,1,Boeing 737,Economy,84.0,True,False,,37541.0,False,32314,13553,32097,typical,5,True
2025-12-29,2026-01-12,HKG→NGO,HKG,Hong Kong International Airport,NGO,Chubu Centrair International Airport,JAL,JL293,13:20,17:17,237,0,Boeing 787,Economy,80.0,False,False,,35179.0,False,32314,13553,32097,typical,5,True
2025-12-29,2026-01-19,HKG→NGO,HKG,Hong Kong International Airport,NGO,Chubu Centrair International Airport,ANA,NH145,17:00,20:45,225,0,Boeing 787,Economy,77.0,False,False,,51446.0,True,49161,13387,31146,high,4,True
2025-12-29,2026-01-19,HKG→NGO,HKG,Hong Kong International Airport,NGO,Chubu Centrair International Airport,ANA,NH192,09:50,13:50,240,0,Boeing 787,Economy,84.0,False,False,,55516.0,False,49161,13387,31146,high,4,True
2025-12-29,2026-01-19,HKG→NGO,HKG,Hong Kong International Airport,NGO,Chubu Centrair International Airport,大韓航空,KE156,13:00,19:55,415,1,Boeing 737,Economy,79.0,False,False,,83467.0,False,49161,13387,31146,high,4,True
2025-12-29,2026-01-19,HKG→NGO,HKG,Hong Kong International Airport,NGO,Chubu Centrair International Airport,ANA,NH820,20:40,00:27,227,0,Boeing 787,Economy,85.0,True,False,,70052.0,False,49161,13387,31146,high,4,True
2025-12-29,2026-01-28,HKG→NGO,HKG,Hong Kong International Airport,NGO,Chubu Centrair International Airport,ANA,NH451,15:40,19:30,230,0,Boeing 787,Economy,78.0,False,False,,46542.0,True,44469,13178,32702,high,4,True
2025-12-29,2026-01-28,HKG→NGO,HKG,Hong Kong International Airport,NGO,Chubu Centrair International Airport,JAL,JL692,13:10,17:06,236,0,Boeing 787,Economy,79.0,False,False,,60041.0,False,44469,13178,32702,high,4,True
2025-12-29,2026-01-28,HKG→NGO,HKG,Hong Kong International Airport,NGO,Chubu Centrair International Airport,JAL,JL185,11:30,15:17,227,0,Boeing 787,Economy,81.0,False,False,,57635.0,False,44469,13178,32702,high,4,True
